,,,'mixed3a','mixed3b','mixed4a','mixed4b','mixed4c','mixed4d','mixed4e','mixed5a','mixed5b',
top5gen/data/waterbottle4.jpeg,0.66,water bottle,54.33673469,54.20918367,60.20408163,57.14285714,61.2244898,57.65306122,60.71428571,59.18367347,97.95918367,top5gen/data/waterbottle4.jpeg->water bottle
top5gen/data/waterbottle4.jpeg,0.08,beer bottle,52.42346939,50,51.53061224,57.65306122,55.10204082,55.6122449,55.10204082,55.10204082,85.71428571,top5gen/data/waterbottle4.jpeg->beer bottle
top5gen/data/waterbottle4.jpeg,0.03,pop bottle,51.65816327,50.6377551,55.10204082,59.69387755,56.12244898,54.59183673,59.18367347,59.18367347,93.87755102,top5gen/data/waterbottle4.jpeg->pop bottle
top5gen/data/waterbottle4.jpeg,0.02,pill bottle,52.80612245,51.2755102,57.65306122,61.73469388,54.08163265,59.18367347,54.08163265,61.2244898,85.71428571,top5gen/data/waterbottle4.jpeg->pill bottle
top5gen/data/waterbottle4.jpeg,0.02,wine bottle,53.31632653,49.87244898,52.04081633,54.59183673,54.08163265,50.51020408,56.12244898,46.93877551,75.51020408,top5gen/data/waterbottle4.jpeg->wine bottle
top5gen/data/waterbottle5.jpeg,0.42,water bottle,60.33163265,60.84183673,68.36734694,68.87755102,65.81632653,72.95918367,65.30612245,59.18367347,79.59183673,top5gen/data/waterbottle5.jpeg->water bottle
top5gen/data/waterbottle5.jpeg,0.19,pill bottle,57.90816327,58.54591837,71.42857143,71.42857143,76.02040816,73.97959184,70.91836735,77.55102041,97.95918367,top5gen/data/waterbottle5.jpeg->pill bottle
top5gen/data/waterbottle5.jpeg,0.07,hair spray,59.31122449,59.18367347,75.51020408,77.04081633,77.55102041,73.46938776,71.42857143,79.59183673,100,top5gen/data/waterbottle5.jpeg->hair spray
top5gen/data/waterbottle5.jpeg,0.04,pop bottle,58.92857143,58.03571429,69.3877551,68.87755102,66.83673469,67.34693878,66.32653061,55.10204082,83.67346939,top5gen/data/waterbottle5.jpeg->pop bottle
top5gen/data/waterbottle5.jpeg,0.04,syringe,54.9744898,57.5255102,69.3877551,67.34693878,64.79591837,67.34693878,65.30612245,55.10204082,83.67346939,top5gen/data/waterbottle5.jpeg->syringe
